2025-12-31 16:42:05.001762,0x0008 8
2025-12-31 16:42:05.173666,0x0000 8
2025-12-31 16:42:05.401930,0x0008 8
2025-12-31 16:42:05.565612,0x0000 8
2025-12-31 16:42:05.693078,0x0008 8
2025-12-31 16:42:05.846571,0x0000 8
2025-12-31 16:42:05.914442,0x0008 8
2025-12-31 16:42:06.062362,0x0000 8
2025-12-31 16:42:06.305480,0x0000 4
2025-12-31 16:42:06.454486,0x0000 8
2025-12-31 16:42:06.890516,0x0000 0
2025-12-31 16:42:07.029625,0x0000 8
2025-12-31 16:42:07.346601,0x0008 8
2025-12-31 16:42:07.505804,0x0000 8
2025-12-31 16:42:08.178612,0x0008 8
2025-12-31 16:42:08.357806,0x0000 8
2025-12-31 16:42:08.594629,0x0008 8
2025-12-31 16:42:08.722129,0x0000 8
2025-12-31 16:42:08.778483,0x0008 8
2025-12-31 16:42:08.909658,0x0000 8
2025-12-31 16:42:09.097677,0x0010 8
2025-12-31 16:42:09.277808,0x0000 8
2025-12-31 16:42:09.973788,0x0010 8
2025-12-31 16:42:10.209795,0x0000 8
2025-12-31 16:42:11.302352,0x0010 8
2025-12-31 16:42:11.429895,0x0000 8
2025-12-31 16:42:11.557357,0x0010 8
2025-12-31 16:42:11.654721,0x0000 8
2025-12-31 16:42:12.033876,0x0010 8
2025-12-31 16:42:12.133531,0x0000 8
2025-12-31 16:42:13.742231,0x0010 8
2025-12-31 16:42:13.974658,0x0000 8
2025-12-31 16:42:14.298166,0x0010 8
2025-12-31 16:42:14.462726,0x0000 8
2025-12-31 16:42:24.483087,0x0000 4
2025-12-31 16:42:24.614563,0x0000 8
2025-12-31 16:42:24.930909,0x0010 8
2025-12-31 16:42:25.102585,0x0000 8
2025-12-31 16:42:25.494112,0x0010 8
2025-12-31 16:42:25.693738,0x0000 8
2025-12-31 16:42:26.174507,0x0010 8
2025-12-31 16:42:26.311080,0x0000 8
2025-12-31 16:42:26.574771,0x0010 8
2025-12-31 16:42:26.697738,0x0000 8
2025-12-31 16:42:26.803130,0x0010 8
2025-12-31 16:42:26.953836,0x0000 8
2025-12-31 16:42:27.066931,0x0010 8
2025-12-31 16:42:27.194765,0x0000 8
2025-12-31 16:42:27.350197,0x0010 8
2025-12-31 16:42:27.477854,0x0000 8
2025-12-31 16:42:31.542318,0x0010 8
2025-12-31 16:42:31.674775,0x0000 8
2025-12-31 16:42:31.822389,0x0010 8
2025-12-31 16:42:31.934665,0x0000 8
2025-12-31 16:42:32.031171,0x0010 8
2025-12-31 16:42:32.157829,0x0000 8
2025-12-31 16:42:32.734181,0x0010 8
2025-12-31 16:42:32.911218,0x0000 8
2025-12-31 16:42:33.302619,0x0010 8
2025-12-31 16:42:33.463336,0x0000 8
2025-12-31 16:42:33.563042,0x0010 8
2025-12-31 16:42:33.714308,0x0000 8
2025-12-31 16:42:35.118084,0x0010 8
2025-12-31 16:42:35.286910,0x0000 8
2025-12-31 16:42:35.434357,0x0010 8
2025-12-31 16:42:35.586911,0x0000 8
2025-12-31 16:42:35.682611,0x0010 8
2025-12-31 16:42:35.810525,0x0000 8
2025-12-31 16:42:35.934963,0x0010 8
2025-12-31 16:42:36.062871,0x0000 8
2025-12-31 16:42:36.198612,0x0010 8
2025-12-31 16:42:36.302691,0x0000 8
2025-12-31 16:42:36.415030,0x0010 8
2025-12-31 16:42:36.542907,0x0000 8
2025-12-31 16:42:36.646427,0x0010 8
2025-12-31 16:42:36.774995,0x0000 8
2025-12-31 16:42:36.890941,0x0010 8
2025-12-31 16:42:37.039264,0x0000 8
2025-12-31 16:42:37.059301,0x0010 8
2025-12-31 16:42:37.202580,0x0000 8
2025-12-31 16:42:38.763415,0x0010 8
2025-12-31 16:42:38.914598,0x0000 8
2025-12-31 16:42:39.086286,0x0010 8
2025-12-31 16:42:39.203336,0x0000 8
2025-12-31 16:42:39.930523,0x0010 8
2025-12-31 16:42:40.115043,0x0000 8
2025-12-31 16:42:40.255047,0x0010 8
2025-12-31 16:42:40.414639,0x0000 8
2025-12-31 16:42:40.983512,0x0010 8
2025-12-31 16:42:41.190553,0x0000 8
2025-12-31 16:42:41.310702,0x0010 8
2025-12-31 16:42:41.498790,0x0000 8
2025-12-31 16:42:41.838054,0x0010 8
2025-12-31 16:42:42.007171,0x0000 8
2025-12-31 16:42:42.094691,0x0010 8
2025-12-31 16:42:42.247414,0x0000 8
2025-12-31 16:42:42.355127,0x0010 8
2025-12-31 16:42:42.507136,0x0000 8
2025-12-31 16:42:42.623549,0x0010 8
2025-12-31 16:42:42.814604,0x0000 8
2025-12-31 16:42:42.910861,0x0010 8
2025-12-31 16:42:43.094750,0x0000 8
2025-12-31 16:42:43.406451,0x0010 8
2025-12-31 16:42:43.627225,0x0000 8
2025-12-31 16:42:43.750897,0x0010 8
2025-12-31 16:42:43.927484,0x0000 8
2025-12-31 16:42:44.407454,0x0010 8
2025-12-31 16:42:44.547405,0x0000 8
2025-12-31 16:42:44.635131,0x0010 8
2025-12-31 16:42:44.778257,0x0000 8
2025-12-31 16:42:45.422512,0x0008 8
2025-12-31 16:42:45.542999,0x0000 8
2025-12-31 16:42:45.618277,0x0008 8
2025-12-31 16:42:45.727496,0x0000 8
2025-12-31 16:42:45.811560,0x0008 8
2025-12-31 16:42:45.923595,0x0000 8
2025-12-31 16:42:45.998232,0x0008 8
2025-12-31 16:42:46.098432,0x0000 8
2025-12-31 16:42:46.187590,0x0008 8
2025-12-31 16:42:46.299167,0x0000 8
2025-12-31 16:42:47.003246,0x0010 8
2025-12-31 16:42:47.143420,0x0000 8
2025-12-31 16:42:47.242882,0x0010 8
2025-12-31 16:42:47.355045,0x0000 8
2025-12-31 16:42:47.483216,0x0010 8
2025-12-31 16:42:47.606747,0x0000 8
2025-12-31 16:42:47.743213,0x0010 8
2025-12-31 16:42:47.847249,0x0000 8
2025-12-31 16:42:47.954814,0x0010 8
2025-12-31 16:42:48.095115,0x0000 8
2025-12-31 16:42:48.203204,0x0010 8
2025-12-31 16:42:48.343721,0x0000 8
2025-12-31 16:42:48.490748,0x0010 8
2025-12-31 16:42:48.595464,0x0000 8
2025-12-31 16:42:48.703241,0x0010 8
2025-12-31 16:42:48.838852,0x0000 8
2025-12-31 16:42:50.635305,0x0010 8
2025-12-31 16:42:50.734898,0x0000 8
2025-12-31 16:42:51.963454,0x0010 8
2025-12-31 16:42:52.123482,0x0000 8
2025-12-31 16:42:52.283181,0x0010 8
2025-12-31 16:42:52.418879,0x0000 8
2025-12-31 16:42:52.563193,0x0010 8
2025-12-31 16:42:52.690995,0x0000 8
2025-12-31 16:42:52.911020,0x0010 8
2025-12-31 16:42:53.027845,0x0000 8
2025-12-31 16:42:53.155023,0x0010 8
2025-12-31 16:42:53.291762,0x0000 8
2025-12-31 16:42:53.403227,0x0010 8
2025-12-31 16:42:53.523770,0x0000 8
2025-12-31 16:42:53.631735,0x0010 8
2025-12-31 16:42:53.738996,0x0000 8
2025-12-31 16:42:53.843154,0x0010 8
2025-12-31 16:42:53.979270,0x0000 8
2025-12-31 16:42:55.598942,0x0010 8
2025-12-31 16:42:55.727703,0x0000 8
2025-12-31 16:42:55.839991,0x0010 8
2025-12-31 16:42:55.963419,0x0000 8
2025-12-31 16:42:56.295482,0x0010 8
2025-12-31 16:42:56.447076,0x0000 8
2025-12-31 16:42:57.039817,0x0010 8
2025-12-31 16:42:57.131672,0x0000 8
